
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000132                       # Number of seconds simulated (Second)
simTicks                                    131799500                       # Number of ticks simulated (Tick)
finalTick                                   131799500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      0.54                       # Real time elapsed on the host (Second)
hostTickRate                                242563415                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2237384                       # Number of bytes of host memory used (Byte)
simInsts                                       155202                       # Number of instructions simulated (Count)
simOps                                         277259                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   285571                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     510153                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                           263600                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.698432                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.588778                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          296755                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      153                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         292478                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     92                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                19643                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             26220                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  81                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              206119                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.418976                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.256909                       # Number of insts issued each cycle (Count)
system.cpu.commitStats0.committedInstType::SimdStridedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedLoad            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedStore            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatExt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdConfig            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Add            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cmp            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16DotProd            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MatMultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Mult            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Bf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::System            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total       277259                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl        37322                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl        32777                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl         4545                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl        27134                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl        10188                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall         2367                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn         2362                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.functionCalls            2367                       # Number of function calls committed (Count)
system.cpu.commitStats0.numCallsReturns          4729                       # Number of function calls and returns committed (Count)
system.cpu.dcache.demandHits::cpu.data          30079                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total             30079                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data         30079                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total            30079                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data         2959                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total            2959                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data         2959                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total           2959                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data    212962499                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total    212962499                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data    212962499                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total    212962499                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data        33038                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total         33038                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data        33038                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total        33038                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.089564                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.089564                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.089564                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.089564                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 71971.104765                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 71971.104765                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 71971.104765                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 71971.104765                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs         1027                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs           16                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs      64.187500                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_wbuffers          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks           37                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total                37                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data         1856                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total          1856                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data         1856                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total         1856                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data         1103                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total         1103                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data         1103                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total         1103                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data     84845499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total     84845499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data     84845499                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total     84845499                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.033386                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.033386                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.033386                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.033386                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 76922.483228                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 76922.483228                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 76922.483228                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 76922.483228                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                    174                       # number of replacements (Count)
