
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001744                       # Number of seconds simulated (Second)
simTicks                                   1743937500                       # Number of ticks simulated (Tick)
finalTick                                  1743937500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     15.22                       # Real time elapsed on the host (Second)
hostTickRate                                114571215                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2238848                       # Number of bytes of host memory used (Byte)
simInsts                                      3131017                       # Number of instructions simulated (Count)
simOps                                        5438056                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   205695                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     357258                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                          3487876                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.113975                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.897686                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         5456989                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      144                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        5452922                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     87                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                19071                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             25256                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  72                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             3429678                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.589922                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.209089                       # Number of insts issued each cycle (Count)
system.cpu.lsq0.sqAvgOccupancy                   0.65                       # Average SQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.mmu.dtb.rdAccesses                  421051                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses                  211630                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.exAccesses                       0                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.dtb.rdMisses                       302                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                       222                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.exMisses                         0                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   1743937500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                       0                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.exAccesses                  420162                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                         0                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.exMisses                        79                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED   1743937500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON   1743937500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running              837423     24.42%     24.42% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle                 530982     15.48%     39.90% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing               699      0.02%     39.92% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked               72234      2.11%     42.03% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking          1987100     57.94%     99.96% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall         1240      0.04%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts                5460313                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents                  2268                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents                    521                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.LQFullEvents                     13                       # Number of times rename has blocked due to LQ full (Count)
system.cpu.rename.SQFullEvents                1958193                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.renamedOperands            11833045                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                    18462164                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups                  6091502                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                      2325                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps              11798124                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps                    34912                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                      40                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                  40                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                    422329                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned                 4168720                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                      980                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                          8511126                       # The number of ROB reads (Count)
system.cpu.rob.writes                        10914809                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts                  3131017                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                    5438056                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs                 630382                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                    16                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       500                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2.demandHits::cpu.inst                     19                       # number of demand (read+write) hits (Count)
system.l2.demandHits::cpu.data                  12542                       # number of demand (read+write) hits (Count)
system.l2.demandHits::total                     12561                       # number of demand (read+write) hits (Count)
system.l2.overallHits::cpu.inst                    19                       # number of overall hits (Count)
system.l2.overallHits::cpu.data                 12542                       # number of overall hits (Count)
system.l2.overallHits::total                    12561                       # number of overall hits (Count)
system.l2.demandMisses::cpu.inst                  716                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::cpu.data                13401                       # number of demand (read+write) misses (Count)
system.l2.demandMisses::total                   14117                       # number of demand (read+write) misses (Count)
system.l2.overallMisses::cpu.inst                 716                       # number of overall misses (Count)
system.l2.overallMisses::cpu.data               13401                       # number of overall misses (Count)
system.l2.overallMisses::total                  14117                       # number of overall misses (Count)
system.l2.demandMissLatency::cpu.inst        55707500                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::cpu.data       981248000                       # number of demand (read+write) miss ticks (Tick)
system.l2.demandMissLatency::total         1036955500                       # number of demand (read+write) miss ticks (Tick)
system.l2.overallMissLatency::cpu.inst       55707500                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::cpu.data      981248000                       # number of overall miss ticks (Tick)
system.l2.overallMissLatency::total        1036955500                       # number of overall miss ticks (Tick)
system.l2.demandAccesses::cpu.inst                735                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::cpu.data              25943                       # number of demand (read+write) accesses (Count)
system.l2.demandAccesses::total                 26678                       # number of demand (read+write) accesses (Count)
system.l2.overallAccesses::cpu.inst               735                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::cpu.data             25943                       # number of overall (read+write) accesses (Count)
system.l2.overallAccesses::total                26678                       # number of overall (read+write) accesses (Count)
system.l2.demandMissRate::cpu.inst           0.974150                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::cpu.data           0.516556                       # miss rate for demand accesses (Ratio)
system.l2.demandMissRate::total              0.529163                       # miss rate for demand accesses (Ratio)
system.l2.overallMissRate::cpu.inst          0.974150                       # miss rate for overall accesses (Ratio)
system.l2.overallMissRate::cpu.data          0.516556                       # miss rate for overall accesses (Ratio)
